Typ zgłoszenia,Klucz zgłoszenia,Id. zgłoszenia,Podsumowanie,Osoba przypisana,ID osoby przypisanej,Osoba zgłaszająca,ID osoby zgłaszającej,Priorytet,Status,Rozwiązanie,Utworzono,Zaktualizowano,Termin
Podzadanie,MA-27,10026,Send events to the server,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/sty/23 11:52 AM,29/sty/25 7:14 PM,
Podzadanie,MA-26,10025,Log in to facebook by selenium,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/sty/23 11:51 AM,29/sty/25 7:14 PM,
Podzadanie,MA-25,10024,Init new repository,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/sty/23 11:51 AM,29/sty/25 7:14 PM,
Podzadanie,MA-24,10023,Refactor mobile app,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/sty/23 11:50 AM,29/sty/25 7:14 PM,
Podzadanie,MA-23,10022,Set utf-8 encoding in http response,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/sty/23 11:48 AM,29/sty/25 7:14 PM,
Podzadanie,MA-22,10021,Check and copy codes from the old strength app for internationalizing,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/sty/23 11:47 AM,29/sty/25 7:14 PM,
Podzadanie,MA-21,10020,Test the pop-up on variant screen resolutions,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/sty/23 11:44 AM,29/sty/25 7:14 PM,
Podzadanie,MA-20,10019,Calculate the relative position and dimension for the pop-up,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/sty/23 11:42 AM,29/sty/25 7:13 PM,
Story,MA-19,10018,Event pop-up position,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,06/sty/23 10:56 AM,29/sty/25 7:14 PM,
Story,MA-18,10017,Checker script for new events on FB,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,06/sty/23 10:44 AM,29/sty/25 7:14 PM,
Story,MA-17,10016,Refactor code,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,03/sty/23 9:57 AM,29/sty/25 7:13 PM,
Story,MA-16,10015,Internationalizing,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,03/sty/23 9:52 AM,29/sty/25 8:28 PM,
Podzadanie,MA-15,10014,Init spring project on git repository,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,28/lis/22 7:48 AM,29/sty/25 7:13 PM,
Podzadanie,MA-14,10013,Retrive static data from endpoint in mobile app,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,10/lis/22 8:41 AM,29/sty/25 7:13 PM,
Podzadanie,MA-13,10012,Set up mocked endpoint,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,10/lis/22 8:40 AM,29/sty/25 7:14 PM,
Podzadanie,MA-12,10011,Pick technology stack,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,10/lis/22 8:40 AM,29/sty/25 7:14 PM,
Story,MA-11,10010,Create backend project for meet app,Flutterowo,5f311c73d0884f00495441b2,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,10/lis/22 8:39 AM,29/sty/25 8:30 PM,
Podzadanie,MA-10,10009,Change layout,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/lis/22 3:11 PM,29/sty/25 7:13 PM,
Podzadanie,MA-9,10008,Add group name field,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/lis/22 2:55 PM,29/sty/25 7:13 PM,
Podzadanie,MA-8,10007,"Add link to ""see more...""",Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/lis/22 2:24 PM,29/sty/25 7:13 PM,
Podzadanie,MA-7,10006,Add available slots field,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/lis/22 2:24 PM,29/sty/25 7:13 PM,
Podzadanie,MA-6,10005,Add game level field,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/lis/22 2:24 PM,29/sty/25 7:13 PM,
Podzadanie,MA-5,10004,Add address field,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/lis/22 2:24 PM,29/sty/25 7:13 PM,
Podzadanie,MA-4,10003,Add author field,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,09/lis/22 2:24 PM,29/sty/25 7:13 PM,
Podzadanie,MA-3,10002,Draw rectangle above event pin,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,02/lis/22 1:12 PM,29/sty/25 7:13 PM,
Story,MA-2,10001,Integrate Git with Jira,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,02/lis/22 1:10 PM,29/sty/25 7:13 PM,
Story,MA-1,10000,Show event details pop up (mocked),Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,02/lis/22 1:00 PM,29/sty/25 8:27 PM,
